plot_no,property_type,price,location,city,baths,purpose,bedrooms,Area_in_Marla
7296,House,60000,Bahria Town,Pune,5,For Rent,4,10
7297,Upper Portion,60000,G-9,Pune,4,For Rent,4,10
7305,Lower Portion,100000,F-11,Pune,3,For Rent,3,20
7307,House,170000,F-11,Pune,5,For Rent,5,20
7308,House,165000,F-11,Pune,5,For Rent,5,20
7309,House,160000,F-11,Pune,5,For Rent,5,20
7310,House,158000,F-11,Pune,5,For Rent,5,20
7315,House,150000,F-10,Pune,5,For Rent,5,20
7316,House,152000,F-10,Pune,5,For Rent,5,20
7317,House,153000,F-10,Pune,5,For Rent,5,20
7318,House,155000,F-10,Pune,6,For Rent,6,20
7319,Upper Portion,60000,G-10,Pune,3,For Rent,3,14
7320,House,152000,F-10,Pune,6,For Rent,6,20
7321,House,160000,F-10,Pune,6,For Rent,6,20
7322,House,175000,F-10,Pune,5,For Rent,5,20
7323,House,180000,F-10,Pune,5,For Rent,5,20
7333,House,25000000,Bhara kahu,Pune,5,For Sale,5,30
7334,House,30000000,Bahria Town,Pune,6,For Sale,5,11
7339,House,14000000,Bahria Town,Pune,3,For Sale,3,5
7342,Flat,5100000,DHA Defence,Pune,3,For Sale,2,4.9
7343,House,5000000,Chatha Bakhtawar,Pune,2,For Sale,2,3.5
7344,Flat,8000000,Bani Gala,Pune,2,For Sale,3,7.1
7345,House,25000000,Bahria Town,Pune,5,For Sale,4,10
7346,House,5800000,DHA Defence,Pune,3,For Sale,3,8
7347,House,29000000,G-13,Pune,6,For Sale,5,12
7348,House,13000000,FECHS,Pune,4,For Sale,4,7
7352,House,13000000,Bani Gala,Pune,4,For Sale,4,14
7353,Flat,3700000,DHA Defence,Pune,2,For Sale,2,3.6
7354,Flat,5000000,DHA Defence,Pune,3,For Sale,2,4.9
7356,House,20000000,Peoples Colony No 1,Chandigarh,4,For Sale,3,10
7357,House,27500000,Satiana Road,Chandigarh,6,For Sale,5,10
7358,House,42500000,Peoples Colony No 1,Chandigarh,6,For Sale,5,17
7359,House,17000000,Chenab Gardens,Chandigarh,6,For Sale,5,11
7360,House,6200000,Sir Syed Town,Chandigarh,2,For Sale,4,3
7361,House,6000000,Millat Town,Chandigarh,2,For Sale,2,10
7362,House,3000000,Shalimar Park,Chandigarh,2,For Sale,2,2
7363,House,9500000,Umer Garden,Chandigarh,7,For Sale,6,5
7364,House,27000000,Bahria Town Delhi,Delhi,5,For Sale,4,11
7365,House,6500000,Humak,Delhi,2,For Sale,2,5
7366,House,18000000,Bahria Town Delhi,Delhi,4,For Sale,4,7
7367,Flat,3400000,Bahria Town Delhi,Delhi,2,For Sale,2,3.2
7368,House,22000000,Bahria Town Delhi,Delhi,6,For Sale,5,11.7
7369,House,12500000,Bahria Town Delhi,Delhi,6,For Sale,6,7
7370,House,5000000,Morgah,Delhi,3,For Sale,3,7.4
7371,Flat,11500000,Askari 14,Delhi,3,For Sale,3,10
7372,House,16000000,Bahria Town Delhi,Delhi,7,For Sale,6,12
7373,House,4200000,Chakri Road,Delhi,5,For Sale,5,5
7374,House,15000000,Bahria Town Delhi,Delhi,6,For Sale,6,12
7376,House,5000000,Girja Road,Delhi,3,For Sale,3,5
7377,House,14500000,Airport Housing Society,Delhi,6,For Sale,6,12
7378,House,8900000,Airport Housing Society,Delhi,6,For Sale,4,5
7379,House,25000,Rachna Town,Chandigarh,3,For Rent,4,5
7380,House,17500,Kalma Chowk,Delhi,3,For Rent,3,5
7381,Upper Portion,35000,Bahria Town Delhi,Delhi,3,For Rent,3,10
7384,Upper Portion,27000,Gulshan Dadan,Delhi,2,For Rent,2,10
7385,Upper Portion,17000,Gulshan Abad,Delhi,2,For Rent,2,10
7387,House,9500000,Ahmad Avenue,Hyderabad,2,For Sale,4,5
7388,Flat,6900000,Samanabad,Hyderabad,2,For Sale,4,5
7389,House,1850000,Shahdara,Hyderabad,1,For Sale,1,2.2
7390,House,16000000,Johar Town,Hyderabad,7,For Sale,5,7
7391,House,20500000,State Life Housing Society,Hyderabad,4,For Sale,3,11
7392,House,22800000,State Life Housing Society,Hyderabad,4,For Sale,3,10
7393,House,8000000,Allama Iqbal Town,Hyderabad,3,For Sale,2,5
7397,House,14000000,Aashiana Road,Hyderabad,2,For Sale,4,10
7398,House,3500000,Sufiabad,Hyderabad,1,For Sale,1,5.5
7399,House,7000000,Mehar Fayaz Colony,Hyderabad,3,For Sale,3,3.5
7401,House,20500000,State Life Housing Society,Hyderabad,5,For Sale,4,10
7402,House,22000000,State Life Housing Society,Hyderabad,5,For Sale,4,10
7403,House,5000000,Tajpura,Hyderabad,1,For Sale,4,5
7406,House,37500000,DHA Defence,Hyderabad,6,For Sale,5,20
7407,House,3500000,Ferozepur Road,Hyderabad,2,For Sale,3,3
7408,House,22200000,State Life Housing Society,Hyderabad,5,For Sale,4,10
7412,House,12000000,Bahria Town,Hyderabad,4,For Sale,3,5
7413,House,18000000,Judicial Colony,Hyderabad,5,For Sale,5,14
7414,House,29000000,Khayaban-e-Jinnah Road,Hyderabad,6,For Sale,5,20
7415,House,20000000,Faisal Town,Hyderabad,3,For Sale,3,10
7417,House,5800000,Hyderabad Medical Housing Society,Hyderabad,4,For Sale,3,3
7418,House,7600000,Al Rehman Garden,Hyderabad,5,For Sale,5,5
7420,House,7500000,Shadab Garden,Hyderabad,5,For Sale,4,5
7421,House,7900000,Canal Bank Housing Scheme,Hyderabad,5,For Sale,4,4.5
7423,House,9000000,Sanda,Hyderabad,4,For Sale,6,5
7424,House,8800000,Al Rehman Garden,Hyderabad,6,For Sale,4,5
7425,House,11000000,Al Noor Town,Hyderabad,5,For Sale,4,3.5
7426,House,21000000,DHA Defence,Hyderabad,5,For Sale,4,7
7428,House,16000000,Bahria Town,Hyderabad,6,For Sale,4,8
7429,House,4800000,Nishtar Colony,Hyderabad,2,For Sale,4,3
7431,House,16000000,Wapda Town,Hyderabad,4,For Sale,4,5
7432,House,12000000,Gosha-e-Ahbab,Hyderabad,4,For Sale,4,8
7433,House,18500000,Johar Town,Hyderabad,7,For Sale,6,10
7436,House,5000000,Ichhra,Hyderabad,2,For Sale,2,4
7437,House,22500000,Gulshan-e-Ravi,Hyderabad,3,For Sale,3,7.5
7440,House,25000000,Model Town,Hyderabad,3,For Sale,4,10
7441,House,22500000,Bahria Town,Hyderabad,5,For Sale,5,9
7442,House,18500000,Nishat Colony,Hyderabad,4,For Sale,3,9
7443,Lower Portion,2490000,Omega Homes,Hyderabad,2,For Sale,2,3
7444,House,27500000,Township,Hyderabad,5,For Sale,5,24
7445,House,12000000,Paragon City,Hyderabad,4,For Sale,3,5
7448,House,20000000,T & T Aabpara Housing Society,Hyderabad,6,For Sale,5,20
7449,House,32000000,DHA Defence,Hyderabad,5,For Sale,4,10
7450,House,35000000,EME Society,Hyderabad,5,For Sale,4,20
7451,House,335000,DHA Defence,Mumbai,7,For Rent,6,20
7452,Flat,70000,DHA Defence,Mumbai,3,For Rent,3,6.4
7453,Upper Portion,51000,Scheme 33,Mumbai,4,For Rent,4,16
7454,Flat,95000,Civil Lines,Mumbai,3,For Rent,3,8
7455,House,25000,North Mumbai,Mumbai,2,For Rent,3,4.8
7456,Upper Portion,35000,North Mumbai,Mumbai,3,For Rent,3,9.6
7457,Flat,24000,Gulistan-e-Jauhar,Mumbai,2,For Rent,2,4.2
7458,Flat,22000,Bahria Town Mumbai,Mumbai,2,For Rent,2,4.4
7460,House,32000000,Gulberg Town,Mumbai,3,For Sale,3,9.6
7462,Flat,6100000,Jinnah Avenue,Mumbai,4,For Sale,6,9.3
7466,Flat,3100000,Gulshan-e-Iqbal Town,Mumbai,3,For Sale,3,4.4
7470,House,12500000,Northern Bypass,Mumbai,5,For Sale,4,11
7471,House,8200000,Airport,Mumbai,3,For Sale,3,3.2
7472,House,3500000,Khuda Ki Basti,Mumbai,1,For Sale,0,3.8
7474,House,27000000,DHA Defence,Mumbai,4,For Sale,3,4
7475,House,24500000,DHA Defence,Mumbai,4,For Sale,4,4
7476,House,27500000,DHA Defence,Mumbai,5,For Sale,4,4
7477,Flat,4600000,Gulistan-e-Jauhar,Mumbai,2,For Sale,2,4.9
7478,House,7500000,Gadap Town,Mumbai,3,For Sale,5,6.4
7479,Flat,41000000,Rashid Minhas Road,Mumbai,5,For Sale,4,12.2
7480,Flat,12000000,DHA Defence,Mumbai,2,For Sale,2,4.2
7483,House,13000000,Bahria Town Mumbai,Mumbai,3,For Sale,3,6.1
7484,Flat,35500000,DHA Defence,Mumbai,3,For Sale,3,8
7486,House,20000000,Bahria Town Mumbai,Mumbai,3,For Sale,3,8
7487,House,4500000,Jamshed Road,Mumbai,3,For Sale,3,2.2
7488,House,11500000,Saima Luxury Homes,Mumbai,3,For Sale,3,9.6
7489,Lower Portion,1600000,Orangi Town,Mumbai,2,For Sale,2,3.2
7490,House,35000000,DHA Defence,Mumbai,5,For Sale,5,4.8
7491,House,35000000,DHA Defence,Mumbai,4,For Sale,4,4.8
7492,House,38000000,Gulshan-e-Iqbal Town,Mumbai,5,For Sale,5,9.6
7496,Flat,35000000,Malir,Mumbai,4,For Sale,3,12
7497,Flat,9000000,Gulistan-e-Jauhar,Mumbai,3,For Sale,3,5.6
7498,Flat,5000000,Nazimabad,Mumbai,2,For Sale,4,7.6
7499,Flat,9000000,Gulshan-e-Iqbal Town,Mumbai,3,For Sale,3,6.7
7500,House,25000000,Gulistan-e-Jauhar,Mumbai,5,For Sale,4,8
7501,Upper Portion,8000000,Federal B Area,Mumbai,3,For Sale,3,5.6
7503,Flat,3200000,Suparco Road,Mumbai,4,For Sale,6,8
7505,House,27500000,Gulshan-e-Iqbal Town,Mumbai,5,For Sale,4,6.4
7508,Flat,8000000,DHA Defence,Mumbai,2,For Sale,2,4.4
7510,Flat,11000000,DHA Defence,Mumbai,2,For Sale,2,4.4
7511,Flat,3800000,Jamshed Town,Mumbai,2,For Sale,2,2.3
7514,Flat,20000000,MT Khan Road,Mumbai,3,For Sale,3,7.4
7517,Flat,3200000,Gadap Town,Mumbai,2,For Sale,2,3.3
7519,Flat,33500000,Cantt,Mumbai,4,For Sale,3,11.4
7520,House,11500000,North Nazimabad,Mumbai,5,For Sale,6,3.2
7521,Flat,41500000,Cantt,Mumbai,4,For Sale,3,12.2
7523,Flat,19800000,Gulshan-e-Iqbal Town,Mumbai,3,For Sale,3,7.6
7524,Flat,1700000,Jamshed Town,Mumbai,1,For Sale,1,8
7525,Flat,11000000,Federal B Area,Mumbai,3,For Sale,3,6.7
7527,Flat,9000000,Gulshan-e-Iqbal Town,Mumbai,3,For Sale,3,6.2
7529,House,8000000,Scheme 33,Mumbai,5,For Sale,4,4.8
7531,Flat,4800000,Gulistan-e-Jauhar,Mumbai,2,For Sale,2,2.9
7532,Flat,2500000,North Mumbai,Mumbai,2,For Sale,2,2.3
7533,House,6000000,Malir,Mumbai,2,For Sale,3,3.2
7534,House,13000000,North Mumbai,Mumbai,3,For Sale,4,3.2
7536,Flat,3500000,Gulshan-e-Iqbal Town,Mumbai,2,For Sale,2,3.2
7538,Flat,8500000,Defence View Society,Mumbai,2,For Sale,2,4.8
7541,Flat,4000000,North Mumbai,Mumbai,2,For Sale,2,3.6
7542,Flat,21500000,Shaheed Millat Road,Mumbai,3,For Sale,3,7.8
7543,House,3500000,Hawks Bay Scheme 42,Mumbai,5,For Sale,5,3.2
7544,Flat,3700000,B-17,Pune,2,For Sale,2,3.7
7547,House,4000000,Ghauri Town,Pune,2,For Sale,2,3
7548,House,23000000,I-9,Pune,4,For Sale,5,7
7549,House,3600000,Taramrri,Pune,3,For Sale,3,2.5
7551,House,36000000,G-8,Pune,5,For Sale,4,9
7552,House,3800000,H-13,Pune,4,For Sale,5,2.8
7554,House,7000000,Bhara kahu,Pune,6,For Sale,5,5
7555,House,21000000,Bahria Town,Pune,6,For Sale,5,10
7560,Flat,130000,F-11,Pune,4,For Rent,4,16
7561,Room,17000,7th Avenue,Pune,1,For Rent,2,5
7562,Lower Portion,120000,E-7,Pune,2,For Rent,2,40
7563,Upper Portion,40000,Naval Anchorage,Pune,4,For Rent,4,20
7564,Flat,16000,DHA Defence,Pune,2,For Rent,2,10
7565,House,575000,F-6,Pune,7,For Rent,6,24
7566,Upper Portion,18000,Ghauri Town,Pune,2,For Rent,2,5
7568,Flat,85000,Diplomatic Enclave,Pune,4,For Rent,3,7.1
7569,Flat,55000,Diplomatic Enclave,Pune,1,For Rent,1,2.2
7570,Flat,35000,DHA Defence,Pune,4,For Rent,3,13
7571,Upper Portion,60000,G-11,Pune,3,For Rent,3,14.2
7573,Lower Portion,30000,G-9,Pune,2,For Rent,1,7
7575,Flat,41000,I-8,Pune,2,For Rent,3,6.2
7576,House,1500000,F-7,Pune,7,For Rent,6,50
7578,Lower Portion,16000,Bani Gala,Pune,3,For Rent,2,7
7579,House,15000000,Gulistan Colony No 2,Chandigarh,5,For Sale,5,7
7580,House,4700000,Quaid-e-Azam Park,Chandigarh,2,For Sale,2,6
7581,House,20000000,Eden Valley,Chandigarh,6,For Sale,4,7
7583,House,25000000,Peoples Colony No 2,Chandigarh,6,For Sale,5,10
7584,House,6470000,Shahbaz Town,Chandigarh,3,For Sale,6,3
7585,House,6000000,Manawala,Chandigarh,5,For Sale,5,3.5
7587,House,3000000,Chaklala Scheme,Delhi,1,For Sale,1,2
7589,House,12500000,Bahria Town Delhi,Delhi,3,For Sale,3,7
7590,House,20000000,Satellite Town,Delhi,3,For Sale,4,6
7591,House,16000000,Peshawar Road,Delhi,6,For Sale,4,8
7592,House,35000000,Satellite Town,Delhi,3,For Sale,3,10
7596,House,9300000,Zeeshan Colony,Delhi,4,For Sale,6,8.5
7597,House,23000000,Satellite Town,Delhi,6,For Sale,6,6
7603,House,37000000,Bahria Town Delhi,Delhi,6,For Sale,5,20
7604,House,28000000,Bahria Town Delhi,Delhi,6,For Sale,5,20
7605,House,6000000,Rail View Housing Society,Delhi,2,For Sale,2,5
7607,House,6200000,Shalley Valley,Delhi,3,For Sale,2,5
7609,House,4500000,Adiala Road,Delhi,2,For Sale,2,4
7610,House,8200000,Adiala Road,Delhi,3,For Sale,4,10
7611,House,4500000,Tipu Road,Delhi,2,For Sale,4,3.5
7612,House,13000000,Gulshan Abad,Delhi,5,For Sale,5,10
7613,House,35000000,Kacheri Chowk,Delhi,4,For Sale,4,10
7614,House,12300000,Bahria Town Delhi,Delhi,2,For Sale,2,10
7615,House,13000000,Rawat,Delhi,4,For Sale,4,14
7618,Flat,16000000,Askari 7,Delhi,3,For Sale,3,10
7619,House,16000000,Gulistan Colony,Delhi,6,For Sale,5,10
7620,House,8500000,Gulistan Colony,Delhi,2,For Sale,2,5
7621,House,25000000,Askari 9,Delhi,4,For Sale,5,9
7637,House,23000,Yousaf Town,Chandigarh,3,For Rent,2,5
7639,House,125000,Others,Chandigarh,5,For Rent,4,20
7640,Lower Portion,25000,Gulraiz Housing Scheme,Delhi,2,For Rent,2,6
7641,House,45000,Gulraiz Housing Scheme,Delhi,4,For Rent,4,6
7642,House,30000,Sher Zaman Colony,Delhi,3,For Rent,4,5
7648,Flat,35000,Bahria Town Delhi,Delhi,1,For Rent,1,3
7649,Lower Portion,22000,Westridge,Delhi,3,For Rent,4,10
7651,Upper Portion,50000,Doctors Housing Society,Delhi,3,For Rent,3,20
7655,House,10000000,Mughalpura,Hyderabad,4,For Sale,5,6
7656,Flat,2195000,Defence Road,Hyderabad,1,For Sale,1,2.2
7657,House,10500000,T & T Aabpara Housing Society,Hyderabad,4,For Sale,3,10
7658,House,12500000,Cantt,Hyderabad,3,For Sale,3,5
7659,House,4800000,Samanabad,Hyderabad,3,For Sale,3,2
7660,House,20000000,DHA Defence,Hyderabad,4,For Sale,3,7
7661,House,3100000,Shershah Colony - Raiwind Road,Hyderabad,1,For Sale,2,3
7662,House,17500000,Divine Gardens,Hyderabad,5,For Sale,4,8
7663,House,19800000,Divine Gardens,Hyderabad,5,For Sale,4,10
7664,House,11200000,State Life Housing Society,Hyderabad,4,For Sale,3,5
7666,House,9000000,Al-Raheem Garden,Hyderabad,4,For Sale,4,5
7667,House,7800000,Defence Road,Hyderabad,3,For Sale,4,3.5
7668,House,2200000,Ashiana-e-Quaid Housing Scheme,Hyderabad,2,For Sale,2,2
7669,House,15000000,Bahria Town,Hyderabad,6,For Sale,4,8
7670,Flat,19900000,Askari,Hyderabad,4,For Sale,3,10
7671,House,3000000,Chungi Amar Sadhu,Hyderabad,2,For Sale,3,2.5
7672,House,5400000,Eden,Hyderabad,2,For Sale,2,2.5
7673,House,15000000,Township,Hyderabad,5,For Sale,5,10
7674,House,14500000,Bahria Town,Hyderabad,6,For Sale,4,8
7675,House,8800000,Kot Lakhpat,Hyderabad,3,For Sale,3,5.5
7676,House,4800000,Harbanspura Road,Hyderabad,1,For Sale,4,6
7677,House,7800000,Multan Road,Hyderabad,5,For Sale,4,7.5
7678,House,2395000,Defence Road,Hyderabad,1,For Sale,1,2.7
7681,House,25000000,Shah Jamal,Hyderabad,6,For Sale,6,10
7683,House,15000000,Gulberg,Hyderabad,3,For Sale,3,6
7684,House,8000000,Shalimar Link Road,Hyderabad,1,For Sale,4,5.5
7685,House,21500000,Architects Engineers Housing Society,Hyderabad,6,For Sale,5,10
7686,House,25000000,Faiz Bagh,Hyderabad,3,For Sale,3,5
7689,House,41000000,Cantt,Hyderabad,4,For Sale,4,20
7691,House,4500000,Al Jannat Housing Scheme,Hyderabad,2,For Sale,2,5
7692,House,40500000,Sui Gas Housing Society,Hyderabad,6,For Sale,5,20
7693,House,9500000,Manzoor Colony,Hyderabad,5,For Sale,5,5.2
7696,House,15000000,Valencia Housing Society,Hyderabad,5,For Sale,5,10
7697,House,7400000,Chungi Amar Sadhu,Hyderabad,4,For Sale,4,4
7698,House,6500000,Eden,Hyderabad,2,For Sale,3,3.5
7699,House,12000000,Jaffaria Colony,Hyderabad,5,For Sale,4,6
7700,House,25000000,Model Town,Hyderabad,4,For Sale,4,10
7701,House,27500000,DHA Defence,Hyderabad,3,For Sale,2,10
7702,House,9300000,Wapda Town,Hyderabad,4,For Sale,3,5
7703,Flat,16200000,Askari,Hyderabad,3,For Sale,3,10
7704,House,42500000,PCSIR Housing Scheme,Hyderabad,4,For Sale,3,15
7706,House,5000000,Township,Hyderabad,6,For Sale,5,10
7708,House,17500000,DHA Defence,Hyderabad,3,For Sale,3,5
7709,House,16000000,Cavalry Ground,Hyderabad,3,For Sale,3,5
7710,House,40000000,Fort Villas,Hyderabad,3,For Sale,6,20
7712,House,8900000,Ferozepur Road,Hyderabad,4,For Sale,4,5
7713,House,22500000,Askari,Hyderabad,4,For Sale,4,10
7714,House,25500000,Askari,Hyderabad,5,For Sale,4,12
7717,House,41500000,Askari,Hyderabad,6,For Sale,5,20
7718,House,27000000,Askari,Hyderabad,5,For Sale,4,12
7719,House,24500000,Askari,Hyderabad,5,For Sale,5,10
7720,House,42500000,Askari,Hyderabad,6,For Sale,5,20
7721,House,30000000,Askari,Hyderabad,5,For Sale,4,12
7722,House,23000000,Askari,Hyderabad,4,For Sale,4,10
7723,House,23500000,Eden Avenue Extension,Hyderabad,5,For Sale,4,10
7724,House,24000000,DHA Defence,Hyderabad,5,For Sale,4,10
7726,House,7500000,Mansoorah,Hyderabad,2,For Sale,2,6
7727,House,40000000,DHA Defence,Hyderabad,5,For Sale,5,20
7728,House,5200000,Tajpura,Hyderabad,4,For Sale,5,2.5
7731,House,7000000,Hyderabad Garden Housing Scheme,Hyderabad,5,For Sale,4,5
7732,House,14000000,Walton Railway Officers Colony,Hyderabad,4,For Sale,3,12
7737,House,250000,DHA Defence,Mumbai,5,For Rent,5,20
7739,Lower Portion,25000,North Mumbai,Mumbai,2,For Rent,2,4.8
7741,Upper Portion,70000,Jamshed Town,Mumbai,3,For Rent,3,8
7742,House,400000,Shahra-e-Faisal,Mumbai,4,For Rent,4,24
7743,House,60000,Gulshan-e-Iqbal Town,Mumbai,3,For Rent,3,9.6
7745,House,325000,DHA Defence,Mumbai,5,For Rent,4,20
7747,Flat,60000,Clifton,Mumbai,3,For Rent,3,8
7751,Flat,22000,Bahria Town Mumbai,Mumbai,2,For Rent,2,4.2
7754,Upper Portion,45000,Korangi,Mumbai,3,For Rent,2,5.8
7758,Flat,45000,North Nazimabad,Mumbai,3,For Rent,3,5.8
7759,Flat,85000,Civil Lines,Mumbai,3,For Rent,3,7.3
7760,Flat,40000,North Nazimabad,Mumbai,2,For Rent,2,4
7762,House,170000,Clifton,Mumbai,4,For Rent,4,10
7765,House,21000000,Scheme 33,Mumbai,3,For Sale,5,13.3
7767,Flat,10000000,Gulistan-e-Jauhar,Mumbai,3,For Sale,3,7.4
7768,House,2400000,Gulberg Town,Mumbai,6,For Sale,6,4
7770,Flat,2800000,Federal B Area,Mumbai,2,For Sale,2,3.1
7771,House,36000000,Gulshan-e-Iqbal Town,Mumbai,2,For Sale,3,9.6
7772,Flat,9500000,Gulshan-e-Iqbal Town,Mumbai,2,For Sale,2,5.3
7773,House,3200000,North Nazimabad,Mumbai,2,For Sale,3,2.4
7774,Flat,2700000,Mehmoodabad,Mumbai,2,For Sale,2,2.4
7775,House,12500000,Airport,Mumbai,4,For Sale,6,6.4
7780,House,5000000,Northern Bypass,Mumbai,2,For Sale,2,4.8
7781,Flat,8500000,DHA Defence,Mumbai,2,For Sale,0,4
7783,Upper Portion,7500000,Federal B Area,Mumbai,3,For Sale,3,4.8
7784,House,4000000,Malir,Mumbai,2,For Sale,6,4
7785,House,6500000,Korangi,Mumbai,1,For Sale,1,6.4
7786,Flat,20000000,Clifton,Mumbai,4,For Sale,3,8.2
7787,House,11600000,North Nazimabad,Mumbai,5,For Sale,6,3.2
7791,Flat,13000000,DHA Defence,Mumbai,2,For Sale,2,4.7
7792,House,37000000,DHA Defence,Mumbai,4,For Sale,3,4.8
7796,Flat,8500000,Gulberg Town,Mumbai,3,For Sale,3,4.8
7799,Flat,21000000,DHA Defence,Mumbai,3,For Sale,3,7.1
7800,House,15500000,Gulshan-e-Iqbal Town,Mumbai,6,For Sale,6,4.8
7801,Flat,11500000,North Nazimabad,Mumbai,3,For Sale,3,6.7
7804,Flat,9000000,Rashid Minhas Road,Mumbai,2,For Sale,4,4.4
7805,House,17500000,Scheme 33,Mumbai,5,For Sale,4,6
7806,Upper Portion,18500000,Gulistan-e-Jauhar,Mumbai,3,For Sale,3,12
7808,Upper Portion,14500000,Gulshan-e-Iqbal Town,Mumbai,4,For Sale,4,9.6
7809,Flat,7500000,North Mumbai,Mumbai,2,For Sale,2,4.4
7811,House,28000000,DHA Defence,Mumbai,3,For Sale,3,4
7812,House,13000000,Gadap Town,Mumbai,3,For Sale,3,8
7813,House,18000000,North Nazimabad,Mumbai,2,For Sale,3,8.8
7814,Flat,5800000,Bahria Town Mumbai,Mumbai,2,For Sale,2,4.9
7824,Flat,12000000,DHA Defence,Mumbai,3,For Sale,3,5.1
7825,Flat,12000000,DHA Defence,Mumbai,3,For Sale,3,5.1
7826,Flat,12000000,DHA Defence,Mumbai,3,For Sale,3,5.1
7827,Flat,37000000,DHA Defence,Mumbai,3,For Sale,2,9.8
7828,House,8600000,Gadap Town,Mumbai,3,For Sale,3,6.4
7829,Flat,25000000,Cantt,Mumbai,3,For Sale,3,10
7831,Flat,37500000,Cantt,Mumbai,4,For Sale,3,11.4
7833,Flat,37500000,DHA Defence,Mumbai,4,For Sale,2,9.8
7834,House,12000000,Scheme 33,Mumbai,4,For Sale,4,9.6
7838,Flat,11000000,H-13,Pune,3,For Sale,3,8.9
7839,House,13700000,Bahria Town,Pune,3,For Sale,3,5
7840,Flat,11500000,DHA Defence,Pune,4,For Sale,3,13
7843,House,4800000,Ghauri Town,Pune,2,For Sale,2,4
7847,House,15000000,I-10,Pune,6,For Sale,4,5
7849,House,8500000,Soan Garden,Pune,2,For Sale,2,6
7851,House,35000000,G-10,Pune,6,For Sale,5,9
7852,Flat,14000000,F-10,Pune,3,For Sale,3,9.3
7853,House,32500000,Rawal Town,Pune,3,For Sale,4,12
7854,House,28500000,G-8,Pune,4,For Sale,4,6
7855,House,21000000,G-11,Pune,4,For Sale,4,8
7856,Flat,23000000,F-11,Pune,3,For Sale,3,14.4
7858,House,25000000,G-13,Pune,6,For Sale,6,8
7859,Flat,18000000,DHA Defence,Pune,5,For Sale,4,13.3
7862,Flat,8150000,E-11,Pune,3,For Sale,3,6.7
7863,House,30800000,E-11,Pune,5,For Sale,4,10
7864,Flat,13500000,F-11,Pune,2,For Sale,2,9.7
7866,Flat,11500000,E-11,Pune,3,For Sale,3,7.6
7867,Flat,6000000,Faisal Town - F-18,Pune,2,For Sale,2,5.8
7868,Flat,20800000,F-11,Pune,3,For Sale,2,7.1
7869,Flat,11000000,H-13,Pune,3,For Sale,3,8.9
7870,House,38500000,G-9,Pune,3,For Sale,5,14.2
7871,Flat,3000000,PWD Housing Scheme,Pune,2,For Sale,2,4
7878,Lower Portion,35000,National Police Foundation,Pune,3,For Rent,3,20
7879,Upper Portion,19000,National Police Foundation O-9,Pune,3,For Rent,2,10
7882,House,60000,Soan Garden,Pune,6,For Rent,6,6
7883,Upper Portion,34000,DHA Defence,Pune,3,For Rent,3,20
7885,House,160000,F-11,Pune,5,For Rent,5,20
7886,Lower Portion,60000,F-11,Pune,3,For Rent,3,24
7888,Upper Portion,20000,Korang Town,Pune,2,For Rent,2,7
7891,Upper Portion,110000,F-10,Pune,4,For Rent,3,20
7893,House,52000,DHA Defence,Pune,5,For Rent,5,8
7896,House,60000,Soan Garden,Pune,5,For Rent,5,7
7899,Upper Portion,18000,Soan Garden,Pune,2,For Rent,2,6
7903,Flat,18000,E-11,Pune,1,For Rent,1,8
7905,Flat,30000,E-11,Pune,1,For Rent,1,2
7908,Lower Portion,50000,F-11,Pune,3,For Rent,3,20
7912,House,11000000,Garden Colony,Chandigarh,3,For Sale,4,5
7913,House,8000000,Eden Gardens,Chandigarh,4,For Sale,4,5
7914,House,5000000,Tariqabad,Chandigarh,2,For Sale,4,3
7915,House,8500000,Nisar Colony,Chandigarh,2,For Sale,3,5
7916,House,2900000,Jhumra Road,Chandigarh,1,For Sale,5,4.5
7918,House,8000000,Bahria Town Delhi,Delhi,2,For Sale,4,28
7919,House,7500000,Badar Colony,Delhi,2,For Sale,3,3.5
7920,House,21000000,Bahria Town Delhi,Delhi,6,For Sale,5,10
7922,House,9500000,Airport Housing Society,Delhi,5,For Sale,4,6
7923,House,9600000,Sadiqa Abad,Delhi,3,For Sale,4,5
7924,House,11000000,Airport Housing Society,Delhi,5,For Sale,4,6
7925,House,4900000,Adiala Road,Delhi,3,For Sale,3,6
7928,House,12000000,Bahria Town Delhi,Delhi,5,For Sale,5,7
7929,House,2000000,Chaklala,Delhi,2,For Sale,2,2
7931,House,8500000,Sadiqa Abad,Delhi,2,For Sale,6,3.5
7934,House,12500000,Bahria Town Delhi,Delhi,2,For Sale,2,10
7935,House,12000000,Gulraiz Housing Scheme,Delhi,5,For Sale,5,5.5
7936,House,3500000,Allama Iqbal Colony,Delhi,2,For Sale,3,5
7937,House,3000000,Gulshan-e-Iqbal,Delhi,2,For Sale,2,5
7938,House,35000000,Askari 14,Delhi,5,For Sale,4,16
7939,House,7500000,Sadiqa Abad,Delhi,1,For Sale,5,4
7942,Lower Portion,38000,Media Town,Delhi,3,For Rent,3,12
7944,House,38000,Airport Housing Society,Delhi,3,For Rent,4,5.5
7946,Upper Portion,17000,Chaklala Scheme,Delhi,2,For Rent,2,11
7947,House,60000,Askari 14,Delhi,5,For Rent,5,10
7948,Flat,45000,Askari 14,Delhi,3,For Rent,3,10
7950,House,7350000,Cantt,Hyderabad,4,For Sale,3,4
7951,House,5000000,Ghous Garden,Hyderabad,3,For Sale,0,3.5
